"DATE","DOY","week","TREAT","REP","STATION","ABIPN","BURSI","C7","CMAC","CSTIG","CTRIF","CYCSP","H13","HAXY","HCONV","HGLAC","HPARN","HVAR","PQUA","CANTHARID","LAMPY","LCW","MECOP","X20SPOT"
"7/1/2020",183,27,"3",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"7/16/2020",198,29,"3",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",3,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8/27/2020",240,35,"3",3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",3,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"3",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"3",3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/16/2020",198,29,"3",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9/3/2020",247,36,"3",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"3",4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"7/30/2020",212,31,"3",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"7/30/2020",212,31,"3",4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"3",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8/13/2020",226,33,"3",4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"8/27/2020",240,35,"3",4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9/3/2020",247,36,"3",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"3",4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/27/2020",240,35,"3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"7/16/2020",198,29,"3",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"7/30/2020",212,31,"3",5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",5,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
"7/30/2020",212,31,"3",5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",5,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"3",5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"3",5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"3",5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"3",5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/16/2020",198,29,"3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7/30/2020",212,31,"3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",6,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/16/2020",198,29,"3",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7/30/2020",212,31,"3",6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"7/30/2020",212,31,"3",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",6,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"3",6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8/27/2020",240,35,"3",6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"3",6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"3",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7/1/2020",183,27,"3",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"3",6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"3",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"3",6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"3",6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9/3/2020",247,36,"3",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/16/2020",198,29,"4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"8/13/2020",226,33,"4",1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"8/27/2020",240,35,"4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9/3/2020",247,36,"4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6/18/2020",170,25,"4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7/1/2020",183,27,"4",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/9/2020",191,28,"4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/13/2020",226,33,"4",1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/9/2020",191,28,"4",1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"8/13/2020",226,33,"4",1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/1/2020",183,27,"4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/9/2020",191,28,"4",1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
"7/30/2020",212,31,"4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"4",1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/9/2020",191,28,"4",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7/30/2020",212,31,"4",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"4",1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/27/2020",240,35,"4",1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"9/3/2020",247,36,"4",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7/30/2020",212,31,"4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8/13/2020",226,33,"4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"9/3/2020",247,36,"4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"4",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/27/2020",240,35,"4",2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"9/3/2020",247,36,"4",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/30/2020",212,31,"4",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/13/2020",226,33,"4",2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/27/2020",240,35,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"9/3/2020",247,36,"4",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6/18/2020",170,25,"4",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",2,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/13/2020",226,33,"4",2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9/3/2020",247,36,"4",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8/13/2020",226,33,"4",3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7/1/2020",183,27,"4",3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0
"8/13/2020",226,33,"4",3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9/3/2020",247,36,"4",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8/13/2020",226,33,"4",3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8/27/2020",240,35,"4",3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9/3/2020",247,36,"4",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8/13/2020",226,33,"4",3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"8/27/2020",240,35,"4",3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9/3/2020",247,36,"4",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/30/2020",212,31,"4",3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"8/13/2020",226,33,"4",3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"8/27/2020",240,35,"4",3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9/3/2020",247,36,"4",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6/18/2020",170,25,"4",4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7/1/2020",183,27,"4",4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
